content_id,summary
541827,"Also Read: New Pill Fights Age-Related Hearing Loss By Protecting Inner Ear Hair CellsResearchers wish to replicate these results in humans and allow them to reach the age of 120 with ease.Normally this protein phases out as a person gets older, however, researchers have found a way to increase the supply of SIRT6, boosting life expectancy by 250 along the way.”Cohen, in 2012, became the first researcher who was successful in spiking protein levels in animals and boosting life expectancy, allowing male mice to live 15 percent longer."
541825,"This World Environment Day, researchers at the Center for Biological Diversity, Friends of the Earth and the University of Maryland ask EPA to create stringent norms on the use of pesticides and germicides to safeguard biodiversity in the soil.However, toxic insecticides, herbicides and fungicides are destroying these microhabitats, drastically affecting soil health, even with these chemicals made from approved pesticide ingredients in the US.”Researchers ask EPA to take aggressive steps to save the biodiverse ecosystems in the soil, warning that the long-term environmental cost of this negligence cannot be ignored and that protecting them should be a priority not an afterthought."
541824,"Typically, we’ve always heard stories of men being unfaithful in a relationship, boys dumping the girl because he feels the need to move on which sees women resorting to gutsy haircuts, crazy stalking sessions, sappy statuses and sleepovers to get over their supposed prince charming.No one seems to get how messy it could become for men as well – low self-esteem, losing sense of reality, slipping into a shell, inflicting yourself with self-pain and brooding over lost love are all definitive traits of the heartbroken aashiq.Our protagonist Kunal (played by Ritvik Sahore) is a happy-go-lucky man who seems to have it all - he has secured a top seat in a Naval College, his parents are incredibly proud of him, and he is in a relationship with the woman of his dreams."
541822,"The intervention application was filed in the Suo Moto COVID case before the Supreme Court by Kota Neelima, who is the Director of the Institute of Perception Studies and its media initiative Rate the Debate.The application said that since April last year, the institute has been conducting research into the deaths of journalists due to COVID-19 and has found stark data on the lack of medical facilities for scribes.In April, the Federation of All India Medical Association wrote to Prime Minister Narendra Modi and urged him to declare media professionals as frontline workers."
541820,"Bollywood actor and environmentalist Juhi Chawla has approached the Delhi High Court against the setting up of 5G wireless networks across the country.At first, he began singing the song, “Ghoonghat Ki Aad Mein Dilbar Ka"", from the 1993 Hindi film ‘Hum Hain Raahi Pyar Ke’.According to her, if the telecommunications industry's plans for 5G become reality, no living being on this planet - humans, birds, animals, insects, plants will be able to avoid exposure."
541818,"Before we began our interview we spoke about the lockdown in states and he said, “Yaar ye Corona kab khatam hoga, 2 mahine se baitha hu, ab kaam karna hai”.”Going back down the memory lane, we asked him about the beginning of his journey as an actor,“My first film was Khosla Ka Ghosla though it released after 4 years of making.”We asked Rajesh how he decided to fit in when everything in Bollywood is about looks, body and other aspects and he said,“ When I thought of acting, I started with theatre."
541817,"The Centre’s policy of giving free vaccination to 45-plus age group and a paid system for those below is “prima facie, arbitrary and irrational”, the Supreme Court said in its detailed order on the issue that was made available today.”18-44-yo are paying record prices for vaccinesThe government has said it will vaccinate the eligible population by December this year -- an announcement that has been met with much scepticism by critics and opposition parties.The top court, which took up the issue suo motu, also countered the Centre's argument that judiciary must keep off from executive on policies."
541816,"Patrick Wilson and Vera Farmiga are returning the role of Ed and Lorraine Warren to once again help a family and prove that the devil exists.""The plot of the movie reads, ""The Conjuring: The Devil Made Me Do It reveals a chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren.One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they'd ever seen before, to mark the first time in U. S. history that a murder suspect would claim demonic possession as a defense."
541814,"A Curlew Sandpiper tagged in Mumbai by the Bombay Natural History Society or (BNHS) has been spotted in Tianjin province, China as per a report in IANS.The bird is originally from the Tundra of Arctic Siberia and migrates a lot, be it in Africa and also south and south-east Asia along with Australia plus New Zealand.They show high fidelity to their traditional feeding and roosting sites as evident from their frequent resightings at these wetlands in the same as well as subsequent migratory seasons."
541813,"The government came out with an explanation amid reports that India is planning to start trials to test the feasibility of a regimen that uses two different jabs and the effectiveness of a single dose.Read moreHere's more top news of the day:1) DU Says Admission Will Be Based On 'Merit', Entrance Exam Not An Option Yet: What We KnowAfter the Centre announced the cancellation of the Class 12 CBSE Board examinations and at least some state governments expected to follow suit, Delhi University (DU) has said that it will adjust its admission process to the extraordinary situation without compromising on merit.As the lockdown extended, potato crops kept at my residence started rotting since I could not sell them due to closure of mandis,” said Ram Singh, a farmer from Ratankedi village."
541812,"Also Read: Tim Cook's 9 Years As Apple CEO: How He Took Apple To $2 Trillion ValuationJust last year, reports revealed that Tim Cook had finally become a billionaire, joining a pretty rare club of CEOs who weren’t actually founders of the company they are leading.Reports highlighted that a major cut of the CEOs estimated wealth originating from equity awards that he had received when he joined Apple in 1998.Moreover, a report by Bloomberg calculated and added another $650 million to his net worth based on the proceeds he received by selling previous shares, dividends and other forms of compensation."
541810,"Following the announcements on Tuesday, Twitter turned into a treasure trove of memes and jokes with people outdoing each other with funny posts.The student named Kuki Aggarwal nonchalantly requested the Prime Minister to organise the school farewell party.The big announcement of PM Narendra Modi on cancellation of board exams came on Tuesday at the end of a meeting that was attended by Union Defence Minister Rajnath Singh, Environment Minister Prakash Javadekar, and Central Board of Secondary Education (CBSE) Chairman Manoj Ahuja, among other officials."
541809,"Singer Arijit Singh has also launched a fundraiser for Covid-19 relief in collaboration with Facebook and NGO Give India.Started by Kaifi Azmi, NGO Mijwan Welfare Society (MWS) is also working round the clock to carry out covid-19 relief efforts.From providing dry ration to carrying out vaccination drive in villages, Shabana Azmi says the NGO is also helping people get local jobs."
541808,"The woman places a blue plastic chair on the trailer and sits on it while her husband takes the driver's seat.'One user took to a meme trend and posted this:Mizoram reported 99 cases on Monday, which brings the state's tally to 12,087.The Mizoram government extended the ongoing lockdown in the Aizawl Municipal Corporation (AMC) area by another seven days to curb the spread of Covid-19 transmission."
541807,"Nigam, who has been an Indian Idol judge in the reality show's earlier seasons has put out a video defending Amit Kumar and has asked the team of the show, in particular, Aditya Narayan and Manoj Munstashir to respect seniors of the music community.Then, Sonu Nigam advises Manoj Munstashir and Aditya Narayan who have defended the show against Amit Kumar’s comments to respect seniors.if a senior criticize you, you don’t take offense, you think about where you went wrong and you improve yourself,"" Sonu Nigam said."
541805,"“With around 150-170 million children in the 12-18 age bracket, India should go for an advanced procurement strategy like that adopted by developed nations to inoculate this age-group,” the report said.States have begun preparationsIn Delhi, the government has set up a task force to suggest measures to protect children from the third wave.Most of the hospitals in the national capital are focusing on ramping up their ICU beds and facilities for children, amid fears that the third wave might be fatal for them."
541804,"The clip shared initially on TikTok features a woman all set to take her father on her first drive in a car.However, things take a hilarious turn when the father decides to show up dressed as a crash test dummy for what was to be a momentous occasion.Many Twitter users were left in splits after watching the father and daughter duo get into a hilarious banter."
541803,"He happens to be the only actor in the history of Hindi cinema to exit not one but two major films backed by two of the biggest names in the business.After years, Karni Sena recently raised objection to the title of the film and demanded a change to Prithviraj Chauhan, failing which it threatened that the makers will face Padmaavat-like consequences.As Veere Di Wedding Turns 3, Swara Says It Launched 'Employment Guarantee Scheme' For TrollsEvery time she posts something on Twitter, especially concerning national issue, actress Swara Bhasker get trolled on her masturbation scene from Veere Di Wedding."
541800,"Emphasising that the UP government had managed to not just bring the second Covid wave under control showed the best results in Covid management since 2020, chief minister Yogi Adityanath said the death rate was 47 per million, lesser to USA and European nations which, in spite of better medical infrastructure, had a death rate of 1,800 and 2,100 per million, respectively, as per TOI.Even one death is sad and attempts to save lives should take place at every level, but even with a weaker health infrastructure India performed much better than other countries,” he said.The CM said that in both waves concern was expressed about UP’s performance and both times he has proved sceptics wrong."
541799,"And one of the champion reasons we are recommending every single one of you to watch Mare of Easttown is to witness Kate Winslet's phenomenal act as the town's detective.Kate Winslet delivers it all, packed in deadpan dialogue deliveries, those tired, resigned facial expressions, and with every single vaping action of hers.There’s so much compassion and love and kindness there, in the way she protects her friends by covering up their minor transgressions, or tries to justify or explain her every action so that no one can call out a disappointment."
541798,"Last year, when the Apple TV app along with the AppleTV+ subscription went live, people on a PC/iPhone/iPad or Mac could easily experience the new shows that were showcased.Initially, it was only available on FireTV OS, and some smartTV app stores like the ones on LG’s webOS, Samsung, Sony and Vizio.5 Billion Last Quarter As Demand For iPhone, iPad and Macs SoarInstalling Apple TV on AndroidThe app is now readily available on the Play Store."
541797,"The National Commission of Protection of Child Rights (NCPCR) told the Supreme Court that there are 9,346 children, who have been abandoned, orphaned or lost a parent to the COVID-19 pandemic as per the data submitted to it by different states till May 29.The top court asked state government authorities to continue uploading the data on NCPCR's website ‘Bal Swaraj' till June 7 and furnish the details of the children affected by COVID-19.The top court has been hearing an application, in a pending suo motu case on spread of COVID-19 in children homes, filed by the amicus curiae highlighting the woes being faced by kids orphaned by the deadly virus."
541795,"Days after he appeared on the much-anticipated Friends: The Reunion, Matthew Perry alias Chandler has called off his engagement with fiancee and literary manager Molly Hurwitz.On Valentine's Day this year, Hurwitz had shared a loving message for Perry.""Matthew Perry was previously in a long-term relationship with actress Lizzy Caplan, with whom he parted ways in 2012."
541794,"The Madras High Court said it was ""unfortunate"" that there was no provision like the Domestic Violence Act for a husband to proceed against his wife for lodging a false complaint.Subsequently, Sasikumar filed a complaint before the First Additional Sub Judge in Salem, alleging that his wife was subjecting him to cruelty and deserted him voluntarily.The case also prompted the Court to comment on the dwindling sanctity attached to the ""sacrament"" of marriage, particularly after live-in relationships were approved under the Domestic Violence Act."
541792,"District treasury officer and other departmental heads have been given directions to implement the order and were asked to make a list and ensure vaccination, he said.In Madhya Pradesh's Ujjain, the Municipal Corporation had issued an order saying no salaries will be paid to those of its employees who haven't yet got their Covid vaccine shots.Earlier this year, in January the health department in Jharkhand’s Koderma had issued a similar order but was soon withdrawn."
541791,"They discovered this ambergris (a solid, waxy, flammable substance of a dull grey or blackish colour produced in the digestive system of sperm whales.Freshly produced ambergris has a marine, fecal odor) when they were ferrying in the waters of Gulf of Aden in southern Yemen.When they found the dead mammal, the fishermen noticed a strong smell of marine faecal odour and knew that there was something inside the whale's stomach."
541790,"Reliance Jio 5G LaunchIn case you remember, last year, Mukesh Ambani had revealed that it was gearing up for launching 5G services in India with indigenous 5G infrastructure, and was expected to roll out sometime in the second half of 2021.Also Read: Reliance Jio Will Launch 5G In 2021 With Made-In-India Infrastructure, Says AmbaniWe could expect to get an idea when 5G services could start rolling out and maybe, the kind of plans subscribers looking to upgrade might be looking at.Also Read: Reliance JioBook Laptop Running JioOS And Jio Apps Coming Soon, Leaks RevealThe screen is expected to sport a resolution of 1366x768 with 2GB of RAM and 32GB storage."
541787,"The researchers at biotech company Gero in a paper published in the journal Nature Communication bring up an underlying “pace of aging” that sets the lifespan between 120-150 years.It is titled ""Longitudinal analysis of blood markers reveals progressive loss of resilience and predicts human lifespan limit.""This work explains why even the most effective prevention and treatment of age-related diseases could only improve the average but not the maximal lifespan unless true antiaging therapies have been developed,"" said Andrei Gudkov, from the Roswell Park Comprehensive Cancer Center."
541786,"Every time she posts something on Twitter, especially concerning national issue, actress Swara Bhasker get trolled on her masturbation scene from Veere Di Wedding.I am quite open about things, give my opinion on political issues, so people will not leave any opportunity to attack me but the film is much more than the masturbation scene.Also Read: Swara Bhaskar Shuts Down Trolls Criticising Her Masturbation Scene In ‘Veere Di Wedding’ With An Epic Reply"
541785,"So, a recent video is going viral on social media which shows a woman sharing her boyfriend's mother's Instagram post that talks about 'Rules for anyone dating her son'.TikTok user @hotgirlsareswifties shared a screenshot of the post with Puddle of Mudd's She F***ing Hates Me playing in the background.""The last one is the scariest one - ""If you weasel your way past all of these rules and fake your way to a ring on your finger, I will be something much worse than your boyfriend's mom."
541783,"All residents who get a vaccine will be enrolled in the chance to win million-dollar lotteries, college scholarships, free beer, and amusement park tickets.West Virginia is joining several other states and businesses across the US that have set up incentive programs in a bid to encourage people to get vaccinated against the coronavirus.The people who have been fully vaccinated in the state will need to register to be entered to win the newly announced prizes at a later date."
541782,"“As his condition deteriorated, he was shifted to another Covid hospital at Bankisole, about 10 kilometres from Baripada town.Jaipur Golden HospitalPatient's kin allege medical neglectHe added, ""Patients are left unattended.However, members of the BJP and Congress in Mayurbhanj on Tuesday met the collector and submitted a memorandum demanding immediate inquiry into the matter and action against all concerned."
541780,"The controversy around the reality singing television show Indian Idol simply refuses to die down.Then the winner of Indian Idol season 1 Abhijeet Sawant shared his opinion that the show covers less of singing talent but more of hardships of the contestants.Vishal Dadlani / TwitterThe music composer, who has been the Indian Idol judge for over three seasons, said that he is not coming back till the state unlocks."
541779,"It allows you to be closer to your family, avoid hours of commute and helps in saving money too.Also Read: Spotify Asks Employees To Work From Anywhere, Not Just Home Or Good Old OfficeBut as more and more people in the US get vaccinated, companies have started getting more people back to work, and this isn’t sitting well with many.Around 33 percent said they’d prefer a hybrid work arrangement where they’d have to visit the office only a few days in a week."
541778,"A software engineer from Hyderabad who had gone missing from his home in 2017 has returned to India after he was freed from a prison in neighboring Pakistan.Waindam Prashant along with another person was arrested by Bahawalpur police in April 2017 for crossing the border without any papers and authorised documents.After learning that his son was jailed in Pakistan, Prashant's father Babu Rao approached Cyberabad Police Commissioner VC Sajjanar seeking help to bring him back."
541777,"So, if you were worried about not getting the vaccine on time or getting infected with the novel coronavirus, this book is definitely going to 'educate' you about the 'medicinal' benefits of cow dung and urine.That sounds like a win-win because the sooner you teach children the benefits of cow dung and urine, the healthier they become as adults - physically as well as mentally.Or maybe you take it out as a diary and jot down the uses of cow dung and urine when a minister talks about it on national TV."
541776,"Also Read: Heart-Wrenching Video Shows Two Boys Mourning Their Brother Who Was Killed In Syria AirstrikeThe conflict has destroyed several cities and displaced millions of people.How And When Did It Begin?The destruction of Syria began in 2011 amid the Arab Spring – which touched many countries in West Asia and North Africa – as people protested against the Assad regime and sought political and economic reforms.As the Islamists groups took over first the protest and then the armed conflict against the Assad regime, the biggest loser turned out to be the people of Syria, most of those who would not escape to safer places."
541775,"The government came out with an explanation amid reports that India is planning to start trials to test the feasibility of a regimen that uses two different jabs and the effectiveness of a single dose.Addressing a press conference, NITI Aayog (Health) member Dr V K Paul presented two scenarios on the mixing of COVID vaccines.On the other hand, science also indicates that mixing vaccines could be useful and lead to an increase in immunity but a severe reaction and harm cannot be ruled out and therefore there is research going on in other countries."
541773,"Bollywood's finest actors Adil Hussain and Radhika Apte co-starred in Leena Yadav’s critically acclaimed film Parched.In a recent interview, Adil opened up about shooting that bold scene with Radhika and revealed what they spoke about before filming.Adil Hussain and Radhika Apte / TwitterTalking about 'Parched' and the bold scene in question, Adil was of the opinion that Radhika is one of the most vulnerable, dedicated, and honest actors that he has met."
541772,"India's Covid-19 contact tracing app Aarogya Setu has rolled out a new feature to display the vaccination status of users enrolled on the platform.This would make it easy to check for vaccination status of a user for travel purpose and access to various premises.There will also be an option to click on “Confirm”, after which the user's profile will get updated in Aarogya Setu and vaccination details will be saved."
541770,"A United States Postal Service (USPS) worker has gone viral after refusing to give in to the continuous nagging of an impatient woman who tried to interrupt his lunch break.Refusing to acknowledge her persistent ‘hellos’, Dev continues to listen to music contentedly, understandably unwilling to give up his much-needed chill time.Also read: Delivery Guy Rides In On A Horse To Drop Off Orders Amid Heavy Snowfall & Roadblocks In Kashmir"
541769,"As the lockdown extended, potato crops kept at my residence started rotting since I could not sell them due to closure of mandis,” said Ram Singh, a farmer from Ratankedi village.Not the first incidentIn the past couple of days, videos have surfaced from Kolar in Karnataka showing farmers dumping truckloads of tomatoes on the roadside due to low prices.According to farmers due to the lockdown and restrictions on interstate transport, the number of trucks going from Karnataka to states like Kerala and Tamil Nadu have reduced, which has resulted in the low demand in the market."
541768,"“I arranged some kitchen utensils like plates, tiffin boxes and tumblers, and decided to gift them to the people taking vaccine on Monday.My trick worked and 80 people from the village took the dose, which is over thrice the number of persons who took the vaccine on the first two days.I began to distribute rice, vegetables, herbal masks and sanitisers to auto drivers, roadside vendors and others."
541765,"On Tuesday, China's National Health Commission (NHC) confirmed the first-ever known case of human infection of a rare strain of bird flu known as H10N3.According to scientists, the virus infected humans through the intermediary of Asian palm civets to cave-dwelling horseshoe bats in Xiyang Yi Ethnic Township, Yunnan.It possesses ""all the essential hallmarks of being highly adapted to infect humans,"" say the authors, scientists at Chinese universities and China's Center for Disease Control and Prevention."
541763,"After years, Karni Sena recently raised objection to the title of the film and demanded a change to Prithviraj Chauhan, failing which it threatened that the makers will face Padmaavat-like consequences.""That act of creating such a visual picture which has shown clear disrespect to the Hindu Warrior King his highness, Prithviraj Chauhan thereby causing an offense under Indian Penal Code 1860,"" it reads.Directed by Dr Chandraprakash Dwivedi and produced by Aditya Chopra, the film also stars Manushi Chillar as Samyukta, Prithviraj Chauhan’s wife, apart from Akshay Kumar playing the titular role."
541759,"Representational Image/The Weather ChannelOver at least five decades, India has recorded a 12-fold surge in the number of associated cyclonic events such as extreme rainfall, floods, sea-level rise, and thunderstorms.India's western coast does not see many cyclones, but the frequency of the same has increased in the Arabian Sea at the rate of one per year since 2018.The rising surface temperatures of the waters over the Arabian Sea is seen as the primary factor in the increasing frequency and intensity of cyclones over it."
541757,"In its description, Helms wrote, 'Watch the brand new DJI FPV drone crash right into the exploding lava fountain of Iceland's newest volcano - Fagradalsfjall in the Geldingadalir valley.This unique HD footage provides a rare view right into the volcano's caldera and lava fountain during one of its geysir-like eruptions.So in an effort to get a unique vantage point and perspective into the crater we flew this remarkably capable drone as close to the lava river and caldera as possible."
541755,"After the Centre announced the cancellation of the Class 12 CBSE Board examinations and at least some state governments expected to follow suit, Delhi University (DU) has said that it will adjust its admission process to the extraordinary situation without compromising on merit.Professor Rajeev Gupta, Chairperson-Admissions of DU, said, ""The University of Delhi fully supports the decision taken by the Government of India to cancel the forthcoming CBSE board examinations in view of COVID-19 pandemic in the country.Image For Representation/HIMACADEMYTHowever, with the current situation of the pandemic and the possibility of a third wave, DU officials said it was unlikely that CUCET would be implemented this year, and therefore, the CBSE criterion would be followed while declaring cut-offs."
541753,"In a tragic incident, a COVID warrior couple in Ajmer, Rajasthan, died from the virus.We urge the government to support us,"" said Nilima Singh, one of the daughters, while speaking to ANI.They are now turning to the Centre to get support under the Central government's new scheme for 'COVID-19 orphaned children."
541751,"Dharma Movies' official Twitter page shared a tweet that read, ""Due to professional circumstances, on which we have decided to maintain a dignified silence - we will be recasting Dostana 2, directed by Collin D'Cunha.""Then came the news of Kartik Aaryan has walked out of Shah Rukh Khan's Red Chillies-backed film tentatively titled 'Freddie' directed by Ajay Bahl.It is reportedly alledged that Kartik Aaryan voluntarily walked out of Freddie citing 'creative differences' which are a direct result of his displeasure with the film's script."
541750,"World number one Novak Djokovic said Naomi Osaka was ""brave and bold"" for withdrawing from the French Open and coming out about her struggles with anxiety and depression but confessed it was not a surprise that she had been threatened with a Grand Slam ban, as per media reports according to TOI.Osaka, the 23-year-old world number two, and four-time major winner, said she will take a break from tennis, putting her participation at Wimbledon and her home Olympics at risk.Osaka said her mental health struggles began in 2018 when she won the first of her four majors at the US Open in a controversial final against Serena Williams."
541749,"Sharing state-wise data, the IMA said Delhi, Bihar and Uttar Pradesh together account for nearly 40 per cent of the doctors who died in the second wave.The IMA, the apex body of modern medicine practitioners has been highlighting the increasing toll on its members due to COVID-19 and has alleged that baseless and false claims made by people like Ramdev are belittling their sacrifices and demoralizing them.On Tuesday, doctors across the country had observed a black day to protest against the comments made by Ramdev against modern medicine and medical practitioners."
541748,"Karan Mehra and Nisha Rawal were one of the most loved couples in the television industry, but things turned upside down after Rawal accused Mehra of domestic violence yesterday after which the Yeh Rishta Kya Kehlata Hai was arrested and then released on bail.Revealing his side of the story, he said that things turned sour between them a few years ago, but they tried to work it out.Mehra then called her Rakhi brother Rohit Sethia to stop her from misbehaving with his parents."
541746,"The challenge is a part of Apple’s annual WWDC, where kids showcase coding and problems by submitting an original Swift playground.Also Read: India’s Palash Taneja's COVID-19 Tool Wins Apple's Global Student ChallengeApple, in its newsroom, describes how the 15-year-old is passionate about the ‘intersection of medicine and technology'.Also Read: A Chennai Developer Won Apple's Design Award At WWDC 2018, For Reimagining The Calculator AppAbinaya added, “I’m super big on teaching."
541745,"Petra Kvitova has pulled out from the French Open after an ankle injury due to a freak fall during a press conference on May 30, she said in a statement, as per Reuters.The 2-time Wimbledon champion defeated Greet Minnen 6-7(3), 7-6(5), 6-1 in her opening match and hurt her ankle just after that.It's incredibly bad luck, but I will stay strong and do my best to recover in time for the grasscourt season,"" it went on to say."
541743,"Also read: Credit Card Purchases Trigger Chemical Reaction In Brain Similar To Addictive Drugs, Says StudyRepresentational Image/ShutterstockHere's where it gets really interesting.comHearing arguments from both parties, the court deemed that credit card rewards and other points are simply rebates and aren’t taxable, so nothing changed there – kind of.Also read: Bizarre Predicament - Dubai Man Pays Girlfriend's Traffic Fines With Wife's Credit Card"
541742,"The UN health agency last month declared the entire strain a ""variant of concern"", or VOC, but on Tuesday, it said only one of the sub-lineages deserved that label.2, while lower rates of transmission of other lineages have been observed,"" the World Health Organization said in its weekly epidemiological update on the pandemic.2 variant with one additional deletion in the location of the spike protein,"" WHO's technical lead on Covid-19 Maria Van Kerkhove told reporters Tuesday."
541741,"In recent times, he was seen in films like Rustom, Happy Bhag Jayegi, Tum Bin II, Raazi, Ek Ladki Ko Dekha Toh Aisa Laga, Tribhanga and Sardar Ka Grandson.With so many years of experience and a plethora of great roles, Kanwaljit Singh remains to be one of the highly acclaimed and respectable actors in the industry.In his last film, he interestingly essayed the role of a son to Neena Gupta's character - the actress who played his wife in the acclaimed show Saans."
541740,"A video shows a teenager push a bear off the wall to protect her dogs, leading to the surveillance footage from her house going viral.At one point, the adult bear appears to try and grab one of the dogs before the girl rushes outside her home to save her pets.Also read: Watch: Black Bear Gets Into Jacuzzi In Couple's Holiday Cabin To Treat Itself To A Relaxing Hot Bath"
541739,"In May this year, a total of 86,182 COVID-19 cases were reported in Ahmednagar, district Collector Rajendra Bhosale told PTI.Young 'Promise Of future', Prioritise For Black Fungus Drug: Delhi HCThe Delhi High Court on Tuesday suggested the young patients should be prioritised in the distribution of Liposomal Amphotericin B drug, used for treating black fungus, ""as they hold promise of future over the older ones who have lived their lives"".The information about the consignment was shared by Arindam Bagchi, Spokesperson Ministry of External Affairs, through his Twitter handle."
541737,"Also Read: Phones, Laptops Could Be Expensive Till 2022, As Global Chip Shortage Looms LargeThis is according to Intel Corporation’s CEO, Pat Gelsinger in a virtual press conference of the Computex trade show that’s currently being held in Taipei, Taiwan.According to Gelsinger, the work and study from home paradigm shift across the world due to the ongoing COVID-19 pandemic has resulted in a “cycle of explosive growth in semiconductors” while also putting immense pressure on global supply chains.Also Read: MacBooks And iPads Delayed As Apple Hit By Global Chip Supply ShortageIntel’s announcement could be seen as a direct challenge against the stalwarts of the chip-manufacturing domain -- Taiwan Semiconductor Manufacturing Co. and South Korean giant Samsung."
541735,"In what comes as a major relief for the students appearing from class 12 examination amid the Covid 19 pandemic, the authorities have decided that Board Exams will not be held this year.According to Indian Express, it was also decided that CBSE would take steps to compile the results of class XII students as per a well-defined objective criteria in a time-bound manner.COVID-19 has affected the academic calendar and the issue of Board Exams has been causing immense anxiety among students, parents and teachers, which must be put to an end, he stated."
541734,"According to Ravi Sharma, president of the IIT Alumni Council, the objective is to deliver a ‘continuously upgradable vaccine’, which can ‘outpace the virus’, and help end the pandemic.Ravi Sharma said in the statement, “We have received enormous support from eminent Indian scientists and academicians of global repute, leading industry players including contract manufacturers & clinical trial experts, global equipment suppliers & design firms and startup’s engaged across the supply chain.We also expect to backwards integrate quickly so as to create a robust foundation for RNA based prophylactics and therapeutics for a wide range of diseases."
541732,"Also Read: Pune Man Takes Stunning Picture Of International Space Station Transiting Full MoonBoth NASA and CSA have said the ISS will continue to do its assigned work.Also Read: US Air Force Wants To Collect Solar Power From Space, Beam It Down To EarthSome of the leftovers of the satellites then start orbiting intersecting with where ISS operates.""A number of tiny objects – ranging from rock or dust particles to flecks of paint from satellites – are … too small to be monitored,"" CSA said about debris in the blog post."
541727,"In today's edition of 'Things that only happen in UP,' an FIR has been registered against a woman during her marriage ceremony in Uttar Pradesh's Pratapgarh, police said in a statement on Tuesday.The video of the incident went viral on social media - the UP police took note of the clip and lodged an FIR against the woman under relevant sections of the Indian Penal Code, the Arms act and the Epidemic act.In Laxman Ka Purva of Jethwara police station area of Pratapgarh, the bride fired her uncle's licensed revolver with joy before climbing the stage."
541724,"Dunzo is currently leading a Med-Air consortium, teaming up with experts from the industry to conduct experimental Beyond Visual Line of Sight drone delivery flights.Also Read: IIT Kanpur Trying Faster Drone Delivery Of Covid Vaccines, According To ICMRJayesh Ranjan, IAS, principal secretary, ITE&C department, Government of Telangana.”Also Read: Two IIT Graduates Build AI Tool To Predict Future Pandemic, Could Win $500K PrizeHe added, “This project is one of the first such programs in the country where multiple drones would fly BVLOS to establish their value proposition for the healthcare supply chain."
541723,"The police even added that the couple has been at loggerheads for some time and are going through divorce proceedings at a family court.Mika Singh Has Had Enough Of KRK's Statements, Confirms Release Of A Diss Track To 'Fix Him'""A lot of actors have complained to me about KRK in the past and I had even yelled at him several times, even when he had spoken wrongly about Sara Ali Khan.I have a good relationship with Salman Bhai but at the same time, it is my responsibility to call out wrong things, since I am a part of the same industry."
541720,"But he was halted by the police at the check post and enquired but failed to convince the cops of his reasoning who were amused to hear his excuse.And one of the readers even shared a blog post that claimed that chickens, like humans, do overeat sometimes, and that could be the reason that the man's hen was suffering from constipation.A few weeks back, a man in West Bengal ventured out during lockdown wearing a large note around his neck which read - ""Going To Buy Mishti Doi""."
541719,"Taking a stand against a series of unfounded and false claims made by Yoga guru Baba Ramdev against modern medicine and doctors, the medical fraternity across the country is marking a 'black day' on Tuesday.Read moreHere's more top news of the day:1) Delhiites Can Now Get Alcohol Delivered At Home, But Not Anytime SoonIn a first, the Delhi government has approved home delivery of liquor in the national capital through mobile apps and web portal, according to a notification released on Tuesday.Read more5) Dogs Are Eating Half-Burnt Bodies Of Suspected COVID Victims At A Riverbank In UttarakhandSome disturbing videos have emerged showing stray dogs feeding on half-burnt bodies of suspected COVID victims at Kedar Ghat on the banks of river Bhagirathi in Uttarkashi in Uttarakhand."
541718,"In a hilarious goof-up, a TV reporter in Argentina made a blunder after she announced the death of ""important writer"" William Shakespeare.She was actually reporting the death of William (Bill) Shakespeare, an 81-year-old man from Coventry in the UK who died five months after getting the COVID-19 vaccine.She was oblivious to the error she has made even she the footage of the Warwickshire man appeared on the screen."
541717,"Concerned over the increasing number of divorces in the state, the Goa Government said it is planning to make premarital counselling mandatory for couples wanting to tie the knot.Ketan Bhatikar, a member of the Maharashtrawadi Gomantak Party said that instead of couples, such counselling should be first administered to ministers and ruling MLAs.Nigel Britto, a journalist, in a sarcastic comment said: ""Who better to counsel people on marriage than a government/party loaded with turncoats who cheated on their voters the first chance they got?"
541715,"The High Court added that the Delhi government has no power to indefinitely postpone collection of annual charges and development fees by private schools as it would unreasonably restrict their functioning.Due to the financial distress faced by parents, schools had so far been permitted to collect only tuition fees on a monthly basis for the academic year 2020-21.The order had stated that restrictions in fee collection would continue to stand, because “unlocking stage is still going on in phase manner hence, complete lockdown is yet to be over and schools are yet to be open for physical classroom learning”."
541712,"Also Read: Masturbation May Actually Give You A Good Night's Sleep, According To This German CompanyThis is according to an eye-opening (see what I did there) study published in the journal JAMA Psychiatry involving 840,000 people by researchers at the University of Colorado, Boulder and the Broad Institute of MIT and Harvard.From the largest samples, around a third of the surveyed subjects self-identified as morning people, 9 percent were late night owls and the rest were somewhere in the middle.With this data, researchers looked at a different sample which included genetic information along with anonymised medical and prescription records and surveys about diagnoses of major depressive disorder."
541711,"If a region is displaying samples, we need to observe the trend more carefully,” a senior specialist in genome sequencing from Bangalore said.GISAID is the Global Initiative on Sharing Avian Influenza maintained by World Health Organization (WHO) and they regularly update the samples from across the globe, even to the district level.Centre for Cellular & Molecular Biology (CCMB) former director Rakesh Mishra said that data can be much more comprehensive than what is uploaded on GISAID."
